cost_bps,CAGR_net,Vol_ann,Sharpe_net,MaxDD
0,0.3406581922257752,0.23011786972511308,1.3388903867544426,-0.38030422284439136
5,0.33876397003384917,0.2300573239377462,1.3328981195415275,-0.380959271650795
10,0.33687198478796554,0.22999755419294263,1.3268982202974893,-0.3816137241004761
25,0.331209427723415,0.2298229072293369,1.3088532451434935,-0.3835735079001761
50,0.3218163571385355,0.22954740485791475,1.278630496638238,-0.3868279299039614
100,0.303196154254616,0.2290550564029042,1.2176549399766368,-0.39329241331970854
